Title,Level,Organization,Organization_Link,Rating,Rating count,Course type,Skills,Courses,Courses_Link,Instructors,links
"Data Engineering, Big Data and ML on Google Cloud en Español Specialization [5 courses] (Google Cloud) | Coursera",Intermediate level,Google Cloud,https://www.coursera.org/partners/googlecloud,4.8,293,specialization,"Data Storage, Data Pipelines, Data Warehousing, Extract, Transform, Load, Big Data, Data Processing, Business Metrics, Google Cloud Platform, Dataflow, Data Lakes, Dashboard, MLOps (Machine Learning Operations)","Modernizing Data Lakes and Data Warehouses with GCP en Español, Building Batch Data Pipelines on GCP en Español, Building Resilient Streaming Analytics Systems on GCP en Español, Smart Analytics, Machine Learning, and AI on GCP en Español","https://www.coursera.org/learn/data-lakes-data-warehouses-gcp-es?specialization=gcp-data-machine-learning-es, https://www.coursera.org/learn/batch-data-pipelines-gcp-es?specialization=gcp-data-machine-learning-es, https://www.coursera.org/learn/streaming-analytics-systems-gcp-es?specialization=gcp-data-machine-learning-es, https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-es?specialization=gcp-data-machine-learning-es",Instructor: Google Cloud Training,https://www.coursera.org/instructor/google-cloud-training
Google Cybersecurity Professional Certificate | Coursera,Beginner level,Google,https://www.coursera.org/partners/google,4.8,"48,953",professional-certificates,"Python Programming, Vulnerability Management, SQL, Security Management, Threat Management, Cloud Security, Linux, Debugging, Cybersecurity, Intrusion Detection and Prevention, Network Protocols, Cyber Attacks","Foundations of Cybersecurity, Play It Safe: Manage Security Risks, Connect and Protect: Networks and Network Security, Tools of the Trade: Linux and SQL, Assets, Threats, and Vulnerabilities, Sound the Alarm: Detection and Response, Automate Cybersecurity Tasks with Python, Put It to Work: Prepare for Cybersecurity Jobs, Accelerate Your Job Search with AI","https://www.coursera.org/learn/foundations-of-cybersecurity?specialization=google-cybersecurity, https://www.coursera.org/learn/manage-security-risks?specialization=google-cybersecurity, https://www.coursera.org/learn/networks-and-network-security?specialization=google-cybersecurity, https://www.coursera.org/learn/linux-and-sql?specialization=google-cybersecurity, https://www.coursera.org/learn/assets-threats-and-vulnerabilities?specialization=google-cybersecurity, https://www.coursera.org/learn/detection-and-response?specialization=google-cybersecurity, https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python?specialization=google-cybersecurity, https://www.coursera.org/learn/prepare-for-cybersecurity-jobs?specialization=google-cybersecurity, https://www.coursera.org/learn/accelerate-your-job-search-with-ai?specialization=google-cybersecurity",", , , ","https://www.coursera.org/degrees/msc-computer-science-heriot-watt, https://www.coursera.org/degrees/bach-information-technology-illinois-tech, https://www.coursera.org/degrees/bachelor-of-science-computer-science-bits, https://www.coursera.org/degrees/unt-online-bachelor-completion"
IBM Back-End Development Professional Certificate | Coursera,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.7,"1,198",professional-certificates,"Linux Commands, OpenShift, Python Programming, Grafana, Git (Version Control System), Microservices, Shell Script, Software Architecture, Istio, Software Development Life Cycle, Object-Relational Mapping, Application Deployment","Introduction to Software Engineering, Getting Started with Git and GitHub, Hands-on Introduction to Linux Commands and Shell Scripting, Python for Data Science, AI & Development, Developing AI Applications with Python and Flask, Django Application Development with SQL and Databases, Introduction to Containers w/ Docker, Kubernetes & OpenShift, Application Development using Microservices and Serverless, Application Security for Developers and DevOps Professionals, Monitoring and Observability for Development and DevOps, Back-end Application Development Capstone Project","https://www.coursera.org/learn/introduction-to-software-engineering?specialization=ibm-backend-development, https://www.coursera.org/learn/getting-started-with-git-and-github?specialization=ibm-backend-development, https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting?specialization=ibm-backend-development, https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-backend-development, https://www.coursera.org/learn/python-project-for-ai-application-development?specialization=ibm-backend-development, https://www.coursera.org/learn/developing-applications-with-sql-databases-and-django?specialization=ibm-backend-development, https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift?specialization=ibm-backend-development, https://www.coursera.org/learn/applications-development-microservices-serverless-openshift?specialization=ibm-backend-development, https://www.coursera.org/learn/application-security-for-developers-devops?specialization=ibm-backend-development, https://www.coursera.org/learn/monitoring-and-observability-for-development-and-devops?specialization=ibm-backend-development, https://www.coursera.org/learn/backend-development-capstone-project?specialization=ibm-backend-development","John Rofrano, IBM Skills Network Team, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Yan Luo, Ramesh Sannareddy, Sam Prokopchuk, Bethany Hudnutt, Ramanujam Srinivasan, , , , , , , , , , , , , ","https://www.coursera.org/instructor/johnrofrano, https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/~129186572, https://www.coursera.org/instructor/~28511493, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/~69775033, https://www.coursera.org/instructor/~72033787, https://www.coursera.org/instructor/yanluo, https://www.coursera.org/instructor/~75088416, https://www.coursera.org/instructor/samprokopchuck, https://www.coursera.org/instructor/~94982672, https://www.coursera.org/instructor/~96619963, https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/~129186572, https://www.coursera.org/instructor/~28511493, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/johnrofrano, https://www.coursera.org/instructor/~69775033, https://www.coursera.org/instructor/~72033787, https://www.coursera.org/instructor/yanluo, https://www.coursera.org/instructor/~75088416, https://www.coursera.org/instructor/samprokopchuck, https://www.coursera.org/instructor/~94982672, https://www.coursera.org/instructor/~96619963"
Digital Product Management | Coursera,Beginner level,University of Virginia,https://www.coursera.org/partners/uva,4.8,"3,046",specialization,"Analytics, User Story, Agile Project Management, Continuous Delivery, New Product Development, Agile Product Development, Usability Testing, Team Performance Management, Product Improvement, Design Thinking, Innovation, Team Leadership","Digital Product Management: Modern Fundamentals, Agile Meets Design Thinking, Hypothesis-Driven Development, Product Analytics and AI, Managing an Agile Team","https://www.coursera.org/learn/uva-darden-digital-product-management?specialization=uva-darden-digital-product-management, https://www.coursera.org/learn/uva-darden-getting-started-agile?specialization=uva-darden-digital-product-management, https://www.coursera.org/learn/uva-darden-agile-testing?specialization=uva-darden-digital-product-management, https://www.coursera.org/learn/uva-darden-agile-analytics?specialization=uva-darden-digital-product-management, https://www.coursera.org/learn/uva-darden-agile-team-management?specialization=uva-darden-digital-product-management",Instructor: Alex Cowan,https://www.coursera.org/instructor/cowan
Sustainable Infrastructure | Coursera,Beginner level,Banco Interamericano de Desarrollo,https://www.coursera.org/partners/iadb,4.8,16,specialization,"Private Equity, Capital Markets, Environmental Issue, Sustainable Business, Environment, Sustainable Engineering, Sustainable Development, Sustainable Design, Project Finance, Economic Development, Innovation, Sustainability Standards","Sustainable Infrastructure on the Development Agenda, Dimensions of Sustainable Infrastructure in a Project, Sustainable Infrastructure Project Financing","https://www.coursera.org/learn/sustainable-infrastructure-development-agenda?specialization=sustainableinfrastructure, https://www.coursera.org/learn/dimensions-of-sustainable-infrastructure-in-a-project?specialization=sustainableinfrastructure, https://www.coursera.org/learn/sustainable-infrastructure-project-financing?specialization=sustainableinfrastructure","Ricardo De Vecchi, Tomás Serebrisky, Gema Sacristán, Laura Rojas Sanchez, María Cecilia Ramirez, Alfred Hans Grunwaldt, , , , , , ","https://www.coursera.org/instructor/ricardodevecchi, https://www.coursera.org/instructor/tserebrisky, https://www.coursera.org/instructor/gemas, https://www.coursera.org/instructor/lrojas, https://www.coursera.org/instructor/mcramirez, https://www.coursera.org/instructor/alfredg, https://www.coursera.org/instructor/ricardodevecchi, https://www.coursera.org/instructor/tserebrisky, https://www.coursera.org/instructor/gemas, https://www.coursera.org/instructor/lrojas, https://www.coursera.org/instructor/mcramirez, https://www.coursera.org/instructor/alfredg"
Canva Design Essentials | Coursera,Beginner level,Skillshare,https://www.coursera.org/partners/skillshare,4.5,11,specialization,"Canva (Software), Color Theory, Content Creation, Graphic and Visual Design, Design Elements And Principles, Graphic and Visual Design Software, Photo Editing, Video Production, Digital Design, Competitive Analysis, Image Quality, Graphic Design","Canva Design Essentials Pt. 1: Core Tools & Layouts, Canva Design Essentials Pt. 2: Branding & Identity, Canva Design Essentials Pt. 3: Docs, Video & AI Tools","https://www.coursera.org/learn/canva-design-essentials-pt-1-core-tools--layouts?specialization=canvadesignessentials, https://www.coursera.org/learn/canva-design-essentials-pt-2-branding--identity?specialization=canvadesignessentials, https://www.coursera.org/learn/canva-design-essentials-pt3-docs-video--ai-tools?specialization=canvadesignessentials",Instructor: Skillshare,https://www.coursera.org/instructor/~186501695
Full Stack Web Development en Español Specialization [4 courses] (Universidad Austral) | Coursera,Beginner level,Universidad Austral,https://www.coursera.org/partners/austral,4.2,540,specialization,"Cross Platform Development, Continuous Integration, React Redux, Version Control, Bootstrap (Front-End Framework), Server Side, Angular, MongoDB, Node.JS, iOS Development, Restful API, TypeScript","Diseñando páginas web con Bootstrap 4, Desarrollo de páginas con Angular, Desarrollo de Aplicaciones Mobile Multiplataforma con Nativescript, Angular y Redux, Desarrollo del lado servidor: NodeJS, Express y MongoDB","https://www.coursera.org/learn/disenando-paginas-bootstrap4?specialization=fullstack-web-development-espanol, https://www.coursera.org/learn/desarrollar-paginas-web-con-angular?specialization=fullstack-web-development-espanol, https://www.coursera.org/learn/aplicaciones-mobile-multiplataforma-nativescript-angular-redux?specialization=fullstack-web-development-espanol, https://www.coursera.org/learn/desarrollo-lado-servidor-nodejs-express-mongodb?specialization=fullstack-web-development-espanol","Ezequiel Lamónica, Sebastián Matías Alonso, , ","https://www.coursera.org/instructor/ezequiellamonica, https://www.coursera.org/instructor/sebastianalonso, https://www.coursera.org/instructor/ezequiellamonica, https://www.coursera.org/instructor/sebastianalonso"
Introduction to Business | Coursera,Beginner level,"University of California, Irvine",https://www.coursera.org/partners/uci,4.7,372,specialization,"Accounting, Strategic Planning, Digital Marketing, Business Strategy, Business Planning, Financial Statement Analysis, Keyword Research, Strategic Leadership, Cash Management, Leadership and Management, Search Engine Marketing, Content Marketing","Essentials of Management and Strategic Planning, Fundamentals of Finance, Introduction to Digital Marketing","https://www.coursera.org/learn/management-essentials-strategic-planning?specialization=business-introduction, https://www.coursera.org/learn/finance-fundamentals-uci?specialization=business-introduction, https://www.coursera.org/learn/introduction-digital-marketing?specialization=business-introduction","Marla Noel, Steve Fritzenkotter, , ","https://www.coursera.org/instructor/~79563072, https://www.coursera.org/instructor/~86545193, https://www.coursera.org/instructor/~79563072, https://www.coursera.org/instructor/~86545193"
Essentials of Corporate Finance Specialization [5 courses] (UoM) | Coursera,Intermediate level,The University of Melbourne,https://www.coursera.org/partners/unimelb,4.7,"1,319",specialization,"Investments, Accounting, Capital Markets, Business Valuation, Financial Statement Analysis, Mergers & Acquisitions, Financial Modeling, Financial Reporting, International Finance, Balance Sheet, Financial Statements, Financial Data","The Language and Tools of Financial Analysis, The Role of Global Capital Markets, Corporate Financial Decision-Making for Value Creation, Alternative Approaches to Valuation and Investment, Essentials of Corporate Finance Capstone","https://www.coursera.org/learn/financial-analysis?specialization=learn-finance, https://www.coursera.org/learn/capital-markets?specialization=learn-finance, https://www.coursera.org/learn/value-creation?specialization=learn-finance, https://www.coursera.org/learn/valuation?specialization=learn-finance, https://www.coursera.org/learn/financial-analysis-project?specialization=learn-finance","Sean Pinder, Paul Kofman","https://www.coursera.org/instructor/spinder, https://www.coursera.org/instructor/pkofman"
"Tax, Real Estate, and Alternative Investment Strategies | Coursera",Beginner level,University of Illinois Urbana-Champaign,https://www.coursera.org/partners/illinois,,,specialization,"Investments, Private Equity, Real Estate, Risk Management, Tax, Financial Industry Regulatory Authorities, Financial Regulations, Property and Real Estate, Financial Regulation, Commercial Real Estate, Investment Management, Financial Services","Regulatory Landscape of Alternative Investments, Alternative Investments and Taxes: Cracking the Code, Alternative Investments: Investing in Land & Real Estate","https://www.coursera.org/learn/regulatory-landscape-of-alternative-investments?specialization=tax-realestate-and-alt-strategies, https://www.coursera.org/learn/alternative-investments-and-taxes-cracking-the-code?specialization=tax-realestate-and-alt-strategies, https://www.coursera.org/learn/alternative-investments-investing-in-land-and-real-estate?specialization=tax-realestate-and-alt-strategies","John Breen, Dr. Craig Lemoine, , ","https://www.coursera.org/instructor/~141757251, https://www.coursera.org/instructor/~152224472, https://www.coursera.org/instructor/~141757251, https://www.coursera.org/instructor/~152224472"
"Applied Python: Web Dev, Machine Learning & Cryptography | Coursera",Beginner level,EDUCBA,https://www.coursera.org/partners/educba,,,specialization,"Regression Analysis, Key Management, Python Programming, Natural Language Processing, Exploratory Data Analysis, Supervised Learning, Machine Learning Algorithms, Event-Driven Programming, Web Scraping, Public Key Cryptography Standards (PKCS), Server Side, Web Services","Developing and Deploying Web Applications with Python, Integrating Python for Web Systems, Testing, and Packaging, Linear Regression & Supervised Learning in Python, Python Case Study - Sentiment Analysis, Python Case Study - Cryptography","https://www.coursera.org/learn/developing-and-deploying-web-applications-with-python?specialization=applied-python-web-dev-machine-learning-cryptography, https://www.coursera.org/learn/integrating-python-for-web-systems-testing-and-packaging?specialization=applied-python-web-dev-machine-learning-cryptography, https://www.coursera.org/learn/linear-regression-supervised-learning-in-python?specialization=applied-python-web-dev-machine-learning-cryptography, https://www.coursera.org/learn/python-case-study-sentiment-analysis?specialization=applied-python-web-dev-machine-learning-cryptography, https://www.coursera.org/learn/python-case-study-cryptography?specialization=applied-python-web-dev-machine-learning-cryptography",Instructor: EDUCBA,https://www.coursera.org/instructor/~136048342
Foundations of Probability and Statistics | Coursera,Intermediate level,University of Colorado Boulder,https://www.coursera.org/partners/boulder,,,specialization,"Mathematical Modeling, Markov Model, Artificial Intelligence, Data Analysis, Data Science, Statistics, Applied Mathematics, Theoretical Computer Science, Machine Learning Algorithms, Statistical Inference, Probability Distribution, Data Literacy","Probability Foundations for Data Science and AI, Discrete-Time Markov Chains and Monte Carlo Methods, Statistical Estimation for Data Science and AI","https://www.coursera.org/learn/probability-theory-foundation-for-data-science?specialization=foundations-probability-statistics, https://www.coursera.org/learn/discrete-time-markov-chains-monte-carlo-methods?specialization=foundations-probability-statistics, https://www.coursera.org/learn/statistical-inference-for-estimation-in-data-science?specialization=foundations-probability-statistics","Anne Dougherty, Jem Corcoran, , , ","https://www.coursera.org/instructor/~2646248, https://www.coursera.org/instructor/~65040673, https://www.coursera.org/degrees/ms-artificial-intelligence-boulder, https://www.coursera.org/instructor/~2646248, https://www.coursera.org/instructor/~65040673"
Data Analysis and Presentation Skills: the PwC Approach | Coursera,Beginner level,PwC,https://www.coursera.org/partners/pwc,4.7,"10,159",specialization,"Excel Formulas, Microsoft PowerPoint, Analytics, Data Analysis, Business Intelligence, Data Storytelling, Business Consulting, Data Visualization, Big Data, Data-Driven Decision-Making, Data Cleansing, Dashboard","Data-driven Decision Making, Problem Solving with Excel, Data Visualization with Advanced Excel, Effective Business Presentations with Powerpoint, Data Analysis and Presentation Skills: the PwC Approach Final Project","https://www.coursera.org/learn/decision-making?specialization=pwc-analytics, https://www.coursera.org/learn/excel-analysis?specialization=pwc-analytics, https://www.coursera.org/learn/advanced-excel?specialization=pwc-analytics, https://www.coursera.org/learn/powerpoint-presentations?specialization=pwc-analytics, https://www.coursera.org/learn/data-analysis-project-pwc?specialization=pwc-analytics",Instructor: Alex Mannella,https://www.coursera.org/instructor/~19932496
Serverless Data Processing with Dataflow | Coursera,Intermediate level,Google Cloud,https://www.coursera.org/partners/googlecloud,4.1,102,specialization,"Performance Tuning, Data Storage Technologies, Issue Tracking, Identity and Access Management, Data Pipelines, Cloud Security, Extract, Transform, Load, Serverless Computing, Data Processing, Debugging, Google Cloud Platform, Data Integrity","Serverless Data Processing with Dataflow: Foundations, Serverless Data Processing with Dataflow: Develop Pipelines, Serverless Data Processing with Dataflow: Operations","https://www.coursera.org/learn/serverless-data-processing-with-dataflow-foundations?specialization=serverless-data-processing-with-dataflow, https://www.coursera.org/learn/developing-pipelines-on-dataflow?specialization=serverless-data-processing-with-dataflow, https://www.coursera.org/learn/serverless-data-processing-with-dataflow-operations?specialization=serverless-data-processing-with-dataflow",Instructor: Google Cloud Training,https://www.coursera.org/instructor/google-cloud-training
Neuroscience and Neuroimaging | Coursera,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,4.7,"1,078",specialization,"Image Analysis, X-Ray Computed Tomography, Data Analysis, Advanced Analytics, Diagnostic Radiology, Statistics, Correlation Analysis, Neurology, Anatomy, Magnetic Resonance Imaging, Medical Imaging, Analytical Skills","Fundamental Neuroscience for Neuroimaging, Principles of fMRI 1, Principles of fMRI 2, Introduction to Neurohacking In R","https://www.coursera.org/learn/neuroscience-neuroimaging?specialization=computational-neuroscience, https://www.coursera.org/learn/functional-mri?specialization=computational-neuroscience, https://www.coursera.org/learn/functional-mri-2?specialization=computational-neuroscience, https://www.coursera.org/learn/neurohacking?specialization=computational-neuroscience","John Muschelli III, Ciprian M. Crainiceanu, Arnold Bakker, Dr. Elizabeth Sweeney, Martin Lindquist, PhD, MSc, Tor Wager, PhD, , , , , , ","https://www.coursera.org/instructor/~1349628, https://www.coursera.org/instructor/~19543713, https://www.coursera.org/instructor/~27713092, https://www.coursera.org/instructor/~2888342, https://www.coursera.org/instructor/martinlindquist, https://www.coursera.org/instructor/~7303121, https://www.coursera.org/instructor/~1349628, https://www.coursera.org/instructor/~19543713, https://www.coursera.org/instructor/~27713092, https://www.coursera.org/instructor/~2888342, https://www.coursera.org/instructor/martinlindquist, https://www.coursera.org/instructor/~7303121"
Information Security Analyst Professional Certificate | Coursera,Beginner level,EC-Council,https://www.coursera.org/partners/eccouncil,4.9,23,professional-certificates,"Threat Detection, Vulnerability Management, Identity and Access Management, Cyber Security Policies, Security Information and Event Management (SIEM), Mobile Security, Malware Protection, Vulnerability Assessments, Cloud Security, Risk Analysis, Cybersecurity, Network Monitoring","Information Security Fundamentals, Ethical Hacking Essentials: Hands-On Edition, Network Defense Essentials: Hands-On Edition, Digital Forensics Essentials: Hands-On Edition, Into the Trenches: Security Operations Center","https://www.coursera.org/learn/information-security-fundamentals?specialization=ec-council-information-security-analyst, https://www.coursera.org/learn/ethical-hacking-essentials-hands-on-edition?specialization=ec-council-information-security-analyst, https://www.coursera.org/learn/network-defense-essentials-hands-on-edition?specialization=ec-council-information-security-analyst, https://www.coursera.org/learn/digital-forensic-esssentials-hands-on-edition?specialization=ec-council-information-security-analyst, https://www.coursera.org/learn/into-the-trenches-security-operations-center?specialization=ec-council-information-security-analyst",Instructor: EC-Council,https://www.coursera.org/instructor/ec-council
Microsoft Power BI Data Analyst Professional Certificate | Coursera,Beginner level,Microsoft,https://www.coursera.org/partners/microsoft,4.6,"7,468",professional-certificates,"Data Storage Technologies, SQL, Data Analysis, Business Intelligence, Data Storage, Power BI, Data Visualization, Statistical Visualization, Advanced Analytics, Database Design, Data Collection, Data Integration","Preparing Data for Analysis with Microsoft Excel, Harnessing the Power of Data with Power BI, Extract, Transform and Load Data in Power BI, Data Modeling in Power BI, Data Analysis and Visualization with Power BI, Creative Designing in Power BI, Deploy and Maintain Power BI Assets and Capstone project, Microsoft PL-300 Exam Preparation and Practice","https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/data-modeling-in-power-bi?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/creative-designing-in-power-bi?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/deploy-and-maintain-power-bi-assets-and-capstone-project?specialization=microsoft-power-bi-data-analyst, https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice?specialization=microsoft-power-bi-data-analyst",Instructor: Microsoft,https://www.coursera.org/instructor/microsoft
Conflict Management For Everyone Specialization [4 courses] (ASU) | Coursera,Beginner level,Arizona State University,https://www.coursera.org/partners/asu,4.7,20,specialization,"Communication, Contingency Planning, Collaboration, Strategic Planning, Empathy, Composure, Negotiation, Follow Through, Active Listening, Brainstorming, Communication Strategies, Expectation Management","Assessing Conflict, Managing Conflict, Negotiation, Resolving and Transforming Conflict","https://www.coursera.org/learn/assessingconflict?specialization=conflictmanagementforeveryone, https://www.coursera.org/learn/managingconflict?specialization=conflictmanagementforeveryone, https://www.coursera.org/learn/negotiationforeveryone?specialization=conflictmanagementforeveryone, https://www.coursera.org/learn/resolvingandtransformingconflict?specialization=conflictmanagementforeveryone",Instructor: CareerCatalyst,https://www.coursera.org/instructor/~123403555
Extraordinary Human Capital Management | Coursera,Intermediate level,University of Michigan,https://www.coursera.org/partners/umich,4.7,21,specialization,"HR Tech, Crisis Management, Communication, Organizational Strategy, Talent Management, Talent Acquisition, Cultural Diversity, Diversity Equity and Inclusion Initiatives, Diversity and Inclusion, People Analytics, Change Management, Labor Relations","Human Capital: Foundations and Essentials, Human Capital: Strategic HR and Managing Talent, Human Capital: Teams, Unions, and Change Management, Human Capital: Globalization and Culture, Human Capital: Positive Downsizing and Navigating Politics","https://www.coursera.org/learn/human-capital-foundations-and-essentials?specialization=extraordinary-human-capital-management, https://www.coursera.org/learn/human-capital-strategic-hr-and-managing-talent?specialization=extraordinary-human-capital-management, https://www.coursera.org/learn/human-capital-teams-unions-and-change-management?specialization=extraordinary-human-capital-management, https://www.coursera.org/learn/human-capital-globalization-and-culture?specialization=extraordinary-human-capital-management, https://www.coursera.org/learn/human-capital-positive-downsizing-and-navigating-politics?specialization=extraordinary-human-capital-management",Instructor: Cheri Alexander,https://www.coursera.org/instructor/cheri-alexander
IBM iOS and Android Mobile App Developer Professional Certificate | Coursera,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.7,369,professional-certificates,"React Redux, Android Studio, Git (Version Control System), GitHub, Prompt Engineering, Software Architecture, React Native, Software Design, Flutter (Software), Software Development Life Cycle, User Experience Design, Cascading Style Sheets (CSS)","Introduction to Mobile App Development, Introduction to Software Engineering, Get Started with Android App Development, Designing User Interfaces and Experiences (UI/UX), Getting Started with Git and GitHub, Introduction to HTML, CSS, & JavaScript, Get Started with iOS App Development, Flutter and Dart: Developing iOS, Android, and Mobile Apps, Developing Front-End Apps with React, React Native: Developing Android and iOS Apps, Mobile App Notifications, Databases, & Publishing, Mobile App Development Capstone Project , Generative AI: Elevate your Software Development Career, Generative AI: Turbocharge Mobile App Development","https://www.coursera.org/learn/introduction-to-mobile-app-development?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/introduction-to-software-engineering?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/get-started-with-android-app-development?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/designing-user-interfaces-and-experiences-uiux?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/getting-started-with-git-and-github?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/introduction-html-css-javascript?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/get-started-with-ios-app-development?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/flutter-and-dart-developing-ios-android-mobile-apps?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/developing-frontend-apps-with-react?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/react-native-developing-android-and-ios-apps?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/mobile-app-notifications-databases-publishing?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/mobile-app-development-capstone-project?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/generative-ai-elevate-software-development-career?specialization=ibm-ios-android-mobile-app-developer-pc, https://www.coursera.org/learn/generative-ai-for-mobile-development?specialization=ibm-ios-android-mobile-app-developer-pc","IBM Skills Network Team, Michelle Saltoun, Muhammad Yahya, Corey Leong, Richa Arora, SkillUp, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Rashi Kapoor, Bethany Hudnutt, Ramanujam Srinivasan, , , , , , , , , , , , ","https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/michelle-saltoun, https://www.coursera.org/instructor/~116916949, https://www.coursera.org/instructor/~128369234, https://www.coursera.org/instructor/richa-arora, https://www.coursera.org/instructor/skillup, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/~69775033, https://www.coursera.org/instructor/~84853963, https://www.coursera.org/instructor/~94982672, https://www.coursera.org/instructor/~96619963, https://www.coursera.org/instructor/ibm-skills-network, https://www.coursera.org/instructor/michelle-saltoun, https://www.coursera.org/instructor/~116916949, https://www.coursera.org/instructor/~128369234, https://www.coursera.org/instructor/richa-arora, https://www.coursera.org/instructor/skillup, https://www.coursera.org/instructor/ravahuja, https://www.coursera.org/instructor/upkar-lidder, https://www.coursera.org/instructor/~69775033, https://www.coursera.org/instructor/~84853963, https://www.coursera.org/instructor/~94982672, https://www.coursera.org/instructor/~96619963"
Applied Cryptography Specialization [4 courses] (CU) | Coursera,Intermediate level,University of Colorado System,https://www.coursera.org/partners/cusystem,4.5,524,specialization,"Key Management, Computer Security, Information Architecture, Digital Communications, Theoretical Computer Science, Cybersecurity, Data Integrity, Data Encryption Standard, Public Key Cryptography Standards (PKCS), Algorithms, Advanced Encryption Standard (AES), Authentications","Cryptography and Information Theory, Symmetric Cryptography, Asymmetric Cryptography and Key Management, Cryptographic Hash and Integrity Protection","https://www.coursera.org/learn/crypto-info-theory?specialization=applied-crypto, https://www.coursera.org/learn/symmetric-crypto?specialization=applied-crypto, https://www.coursera.org/learn/asymmetric-crypto?specialization=applied-crypto, https://www.coursera.org/learn/cryptographic-hash-integrity-protection?specialization=applied-crypto",Instructor: Sang-Yoon Chang,https://www.coursera.org/instructor/~1911301
Marketing Strategy | Coursera,Beginner level,IE Business School,https://www.coursera.org/partners/ie,4.4,"3,755",specialization,"Market Research, Value Propositions, Surveys, Data Analysis, Business Planning, Case Studies, Product Marketing, Marketing Planning, Consumer Behaviour, Market Analysis, Peer Review, Marketing Channel","Market Research and Consumer Behavior, Positioning: What you need for a successful Marketing Strategy, Marketing Mix Fundamentals, The Marketing Plan, Marketing Strategy Capstone Project","https://www.coursera.org/learn/market-research?specialization=marketing-strategy, https://www.coursera.org/learn/positioning?specialization=marketing-strategy, https://www.coursera.org/learn/marketing-mix?specialization=marketing-strategy, https://www.coursera.org/learn/marketingplan?specialization=marketing-strategy, https://www.coursera.org/learn/marketing-project?specialization=marketing-strategy","Ignacio Gafo, Ramon Diaz-Bernardo, Maria Teresa Aranzabal, Shameek Sinha, Fernando Cortiñas, , , , , ","https://www.coursera.org/instructor/ignacio-gafo, https://www.coursera.org/instructor/ramon-diaz-bernardo, https://www.coursera.org/instructor/maria-teresa-aranzabal, https://www.coursera.org/instructor/shameek-sinha, https://www.coursera.org/instructor/~19024650, https://www.coursera.org/instructor/ignacio-gafo, https://www.coursera.org/instructor/ramon-diaz-bernardo, https://www.coursera.org/instructor/maria-teresa-aranzabal, https://www.coursera.org/instructor/shameek-sinha, https://www.coursera.org/instructor/~19024650"
